ordinal,item,itemLabel,inception,inceptionPrecision,startTime,startTimePrecision,abolished,abolishedPrecision,endTime,endTimePrecision,replaces,replacesLabel,replacedBy,replacedByLabel,follows,followsLabel,followedBy,followedByLabel
,Q791379,cabinet of Lajos Batthyány,1848-03-17,11,,,1848-10-02,11,,,,,,,,,Q1226116,Committee for National Defense
,Q1226116,Committee for National Defense,1848-10-02,11,,,1849-05-01,11,,,,,,,Q791379,cabinet of Lajos Batthyány,Q922871,Q922871
,Q922871,Q922871,1849-05-02,11,,,1849-08-11,11,,,,,,,Q1226116,Committee for National Defense,Q768798,Q768798
,Q768798,Q768798,1867-02-10,11,,,1871-11-14,11,,,,,,,Q922871,Q922871,Q1160589,Q1160589
,Q1160589,Q1160589,1871-11-14,11,,,1872-12-05,11,,,,,,,Q768798,Q768798,Q1299403,Q1299403
,Q1299403,Q1299403,1872-12-05,11,,,1874-03-21,11,,,,,,,Q1160589,Q1160589,Q804114,Q804114
,Q804114,Q804114,1874-03-21,11,,,1875-03-02,11,,,,,,,Q1299403,Q1299403,Q1464313,Q1464313
,Q1464313,Q1464313,1875-03-02,11,,,1875-10-20,11,,,,,,,Q804114,Q804114,Q1321492,Q1321492
,Q1321492,Q1321492,1875-10-20,11,,,1890-03-13,11,,,,,,,Q1464313,Q1464313,Q1294805,Q1294805
,Q1294805,Q1294805,1890-03-13,11,,,1892-11-17,11,,,,,,,Q1321492,Q1321492,Q929854,Q929854
,Q929854,Q929854,1892-11-19,11,,,1895-01-15,11,,,,,,,Q1294805,Q1294805,Q852964,Q852964
,Q852964,Q852964,1895-01-15,11,,,1899-02-26,11,,,,,,,Q929854,Q929854,Q1302725,Q1302725
,Q1302725,Q1302725,1899-02-26,11,,,1903-06-03,11,,,,,,,Q852964,Q852964,Q989052,Q989052
,Q989052,Q989052,1903-06-27,11,,,1903-11-03,11,,,,,,,Q1302725,Q1302725,Q989065,Q989065
,Q989065,Q989065,1903-11-03,11,,,1905-06-18,11,,,,,,,Q989052,Q989052,Q997931,Q997931
,Q997931,Q997931,1905-06-18,11,,,1906-04-08,11,,,,,,,Q989065,Q989065,Q1212513,Q1212513
,Q1212513,Q1212513,1906-04-08,11,,,1910-01-17,11,,,,,,,Q997931,Q997931,Q1212504,Q1212504
,Q1212504,Q1212504,1910-01-17,11,,,1912-04-22,11,,,,,,,Q1212513,Q1212513,Q608530,Q608530
,Q608530,Q608530,1912-04-22,11,,,1913-06-10,11,,,,,,,Q1212504,Q1212504,Q1212510,Q1212510
,Q1212510,Q1212510,1913-06-10,11,,,1917-06-25,11,,,,,,,Q608530,Q608530,Q961363,Q961363
,Q961363,Q961363,1917-06-25,11,,,1917-08-20,11,,,,,,,Q1212510,Q1212510,Q1034030,Q1034030
,Q1034030,Q1034030,1917-08-20,11,,,1918-10-31,11,,,,,,,Q961363,Q961363,Q1032415,Q1032415
,Q1032415,Q1032415,1918-10-30,11,,,1918-10-31,11,,,,,,,Q1034030,Q1034030,Q1123499,Q1123499
,Q1123499,Q1123499,1918-10-31,11,,,1919-01-11,11,,,,,,,Q1032415,Q1032415,Q793488,Q793488
,Q793488,Q793488,1919-01-11,11,,,1919-03-21,11,,,,,,,Q1123499,Q1123499,Q1003029,Q1003029
,Q1003029,Q1003029,1919-03-21,11,,,1919-08-01,11,,,,,,,Q793488,Q793488,Q1232015,Q1232015
,Q1232015,Q1232015,1919-08-01,11,,,1919-08-06,11,,,,,,,Q1003029,Q1003029,Q56389352,Q56389352
,Q56389352,Q56389352,1919-08-07,11,,,1919-08-15,11,,,,,,,Q1232015,Q1232015,Q1003939,Q1003939
,Q1003939,Q1003939,1919-08-15,11,,,1919-11-24,11,,,,,,,Q56389352,Q56389352,Q1056591,Q1056591
,Q1056591,Q1056591,1919-11-24,11,,,1920-03-15,11,,,,,,,Q1003939,Q1003939,Q1288730,Q1288730
,Q1288730,Q1288730,1920-03-15,11,,,1920-07-19,11,,,,,,,Q1056591,Q1056591,Q989064,Q989064
,Q989064,Q989064,1920-07-19,11,,,1921-04-14,11,,,,,,,Q1288730,Q1288730,Q794169,Q794169
,Q794169,Q794169,1921-04-14,11,,,1931-08-24,11,,,,,,,Q989064,Q989064,Q1123474,Q1123474
,Q1123474,Q1123474,1931-08-24,11,,,1932-10-01,11,,,,,,,Q794169,Q794169,Q1031505,Q1031505
,Q1031505,Q1031505,1932-10-01,11,,,1936-10-06,11,,,,,,,Q1123474,Q1123474,Q902307,Q902307
,Q902307,Q902307,1936-10-12,11,,,1938-05-14,11,,,,,,,Q1031505,Q1031505,Q1096737,Q1096737
,Q1096737,Q1096737,1938-05-14,11,,,1939-02-16,11,,,,,,,Q902307,Q902307,Q1212509,Q1212509
,Q1212509,Q1212509,1939-02-16,11,,,1941-04-03,11,,,,,,,Q1096737,Q1096737,Q25459630,Q25459630
,Q25459630,Q25459630,1941-04-03,11,,,1942-03-09,11,,,,,,,Q1212509,Q1212509,Q20478645,Q20478645
,Q20478645,Q20478645,1942-03-09,11,,,1944-03-22,11,,,,,,,Q25459630,Q25459630,Q1300367,cabinet of Sztójay
,Q1300367,cabinet of Sztójay,1944-03-22,11,,,1944-08-29,11,,,,,,,Q20478645,Q20478645,Q20481625,Q20481625
,Q20481625,Q20481625,1944-08-29,11,,,1944-10-16,11,,,,,,,Q1300367,cabinet of Sztójay,Q427359,Government of National Unity
,Q427359,Government of National Unity,1944-10-17,11,,,1945-05-07,11,,,Q600018,Kingdom of Hungary,Q600018,Kingdom of Hungary,Q20481625,Q20481625,Q1095766,Q1095766
,Q1095766,Q1095766,1944-12-22,11,,,1945-11-15,11,,,,,,,Q427359,Government of National Unity,Q20479464,cabinet of Zoltán Tildy
,Q20479464,cabinet of Zoltán Tildy,1945-11-15,11,,,1946-02-04,11,,,,,,,Q1095766,Q1095766,Q20480393,Q20480393
,Q20480393,Q20480393,1946-02-04,11,,,1947-05-03,11,,,,,,,Q20479464,cabinet of Zoltán Tildy,Q905674,cabinet of Dinnyés Lajos
,Q905674,cabinet of Dinnyés Lajos,1947-05-31,11,,,1948-12-10,11,,,,,,,Q20480393,Q20480393,Q907053,cabinet of István Dobi
,Q907053,cabinet of István Dobi,1948-12-10,11,,,1952-08-14,11,,,,,,,Q905674,cabinet of Dinnyés Lajos,Q1252450,cabinet of Rákosi
,Q1252450,cabinet of Rákosi,1952-08-14,11,,,1953-07-04,11,,,,,,,Q907053,cabinet of István Dobi,Q989060,First cabinet of Imre Nagy
,Q989060,First cabinet of Imre Nagy,1953-07-04,11,,,1955-04-18,11,,,,,,,Q1252450,cabinet of Rákosi,Q1034757,cabinet of Hegedüs
,Q1034757,cabinet of Hegedüs,1955-04-18,11,,,1956-10-24,11,,,,,,,Q989060,First cabinet of Imre Nagy,Q1212506,Second Cabinet of Imre Nagy
,Q1212506,Second Cabinet of Imre Nagy,1956-10-24,11,,,1956-11-03,11,,,,,,,Q1034757,cabinet of Hegedüs,Q1034027,Third cabinet of Imre Nagy
,Q1034027,Third cabinet of Imre Nagy,1956-11-03,11,,,1956-11-12,11,,,,,,,Q1212506,Second Cabinet of Imre Nagy,Q989053,Revolutionary Workers'-Peasants' Government of Hungary
,Q989053,Revolutionary Workers'-Peasants' Government of Hungary,1956-11-04,11,,,1958-01-28,11,,,,,,,Q1034027,Third cabinet of Imre Nagy,Q20480039,Münnich Cabinet
,Q20480039,Münnich Cabinet,1958-01-28,11,,,1961-09-13,11,,,,,,,Q989053,Revolutionary Workers'-Peasants' Government of Hungary,Q20478562,2nd Kádár Cabinet
,Q20478562,2nd Kádár Cabinet,1961-09-13,11,,,1965-06-30,11,,,,,,,Q20480039,Münnich Cabinet,Q1122889,Kállai Cabinet
,Q1122889,Kállai Cabinet,1965-06-30,11,,,1967-04-14,11,,,,,,,Q20478562,2nd Kádár Cabinet,Q20478829,Fock Cabinet
,Q20478829,Fock Cabinet,1967-04-14,11,,,1975-05-15,11,,,,,,,Q1122889,Kállai Cabinet,Q20481736,Lázár Cabinet
,Q20481736,Lázár Cabinet,1975-05-15,11,,,1987-06-25,11,,,,,Q20480044,Károly Grósz' Cabinet,Q20478829,Fock Cabinet,,
,Q20480044,Károly Grósz' Cabinet,1987-06-25,11,,,1988-11-24,11,,,Q20481736,Lázár Cabinet,,,,,Q1220621,Németh cabinet
,Q1220621,Németh cabinet,1988-11-24,11,,,1990-05-23,11,,,,,Q771807,Antall Cabinet,Q20480044,Károly Grósz' Cabinet,,
,Q771807,Antall Cabinet,1990-05-23,11,,,1993-12-12,11,,,Q1220621,Németh cabinet,Q835249,Boross Cabinet,,,,
,Q835249,Boross Cabinet,1993-12-21,11,,,1994-06-15,11,,,Q771807,Antall Cabinet,Q1055158,Horn Government,,,,
,Q1055158,Horn Government,1994-07-15,11,,,1998-07-08,11,,,Q835249,Boross Cabinet,Q540401,First government of Victor Orban,,,,
,Q540401,First government of Victor Orban,1998-07-08,11,,,2002-05-27,11,,,Q1055158,Horn Government,Q923078,Medgyessy cabinet,,,,
,Q923078,Medgyessy cabinet,2002-05-27,11,,,2004-10-04,11,,,Q540401,First government of Victor Orban,Q989051,first cabinet of Ferenc Gyurcsány,,,,
,Q989051,first cabinet of Ferenc Gyurcsány,2004-10-04,11,,,2006-06-09,11,,,Q923078,Medgyessy cabinet,Q819146,second cabinet of Ferenc Gyurcsány,,,,
,Q819146,second cabinet of Ferenc Gyurcsány,2006-06-09,11,,,2009-04-14,11,,,Q989051,first cabinet of Ferenc Gyurcsány,Q367347,Cabinet of Gordon Bajnai,,,,
,Q367347,Cabinet of Gordon Bajnai,2009-04-16,11,,,2010-05-29,11,,,Q819146,second cabinet of Ferenc Gyurcsány,Q907500,Second Cabinet of Viktor Orbán,,,Q907500,Second Cabinet of Viktor Orbán
,Q907500,Second Cabinet of Viktor Orbán,2010-05-29,11,,,2014-06-06,11,,,Q367347,Cabinet of Gordon Bajnai,Q17142540,Third cabinet of Viktor Orbán,Q367347,Cabinet of Gordon Bajnai,Q17142540,Third cabinet of Viktor Orbán
,Q17142540,Third cabinet of Viktor Orbán,2014-06-06,11,,,2018-05-18,11,,,Q907500,Second Cabinet of Viktor Orbán,Q52225870,Fourth cabinet of Viktor Orbán,Q907500,Second Cabinet of Viktor Orbán,Q52225870,Fourth cabinet of Viktor Orbán
,Q52225870,Fourth cabinet of Viktor Orbán,2018-05-18,11,,,,,,,Q17142540,Third cabinet of Viktor Orbán,Q111475445,Fifth Orbán Government,Q17142540,Third cabinet of Viktor Orbán,,
,Q111475445,Fifth Orbán Government,2022-05-24,11,,,,,,,Q52225870,Fourth cabinet of Viktor Orbán,,,,,,
